CCCM IDP Site Code,Region,District,Settlement, HH , Ind ,Latitude,Longitude,Neighbourhood,Neighbourhood Type,Source,IDP Code (REACH DSA4),district_code
CCCM-SO220117-0850,Banadir,Mogadishu Khada,Bilkher, 128 , 508 ,2.06184,45.25780833,Sarmaan,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0851,Banadir,Mogadishu Khada,Bushra , 130 , 560 ,2.0618351,45.2579973,Sarmaan,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0852,Banadir,Mogadishu Khada,Bushro, 61 , 600 ,2.061331667,45.257945,Sarmaan,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0853,Banadir,Mogadishu Khada,Baanow2, 49 , 304 ,2.0647546,45.2283782,Shantaruqo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0854,Banadir,Mogadishu Khada,Dar Dhiman2, 43 , 258 ,2.0650518,45.2286695,Shantaruqo,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0855,Banadir,Mogadishu Khada,Barawe, 200 , 300 ,2.0471061,45.2555255,Shirmaqabe,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0856,Banadir,Mogadishu Khada,Afgoye , 45 , 135 ,2.0678033,45.2359947,Shota,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0857,Banadir,Mogadishu Khada,Mahaday, 87 , 261 ,2.0671522,45.2361719,Shota,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0858,Banadir,Mogadishu Khada,Dulo Bunow , 67 , 418 ,2.0615113,45.2284527,Siimow ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0859,Banadir,Mogadishu Khada,New Basra, 65 , 242 ,2.0615692,45.2287822,Siimow ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0860,Banadir,Mogadishu Khada,Aduumi, 88 , 258 ,2.0475286,45.2557694,Sirmakabe,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0861,Banadir,Mogadishu Khada,Dhayaal, 84 , 449 ,2.0597458,45.2462583,Sirmakabe,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0862,Banadir,Mogadishu Khada,Haduuman, 67 , 447 ,2.0602913,45.2462711,Sirmakabe,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0863,Banadir,Mogadishu Khada,Hareeri, 132 , 584 ,2.0606889,45.2458021,Sirmakabe,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0864,Banadir,Mogadishu Khada,Kaysanay, 173 , 628 ,2.06,45.2469594,Sirmakabe,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0865,Banadir,Mogadishu Khada,Kormari, 94 , 580 ,2.0596193,45.2466858,Sirmakabe,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0866,Banadir,Mogadishu Khada,Sagal, 380 , 512 ,2.0467024,45.2555248,Sirmakabe,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0867,Banadir,Mogadishu Khada,Farmxaan One, 50 , 174 ,2.0545502,45.2703119,Somane,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0868,Banadir,Mogadishu Khada,Al Naciim, 130 , 552 ,2.0603255,45.2301023,Sowda,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0869,Banadir,Mogadishu Khada,Garas Adde, 59 , 457 ,2.0604833,45.2294572,Sowda,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0870,Banadir,Mogadishu Khada,Ubax, 75 , 394 ,2.0609117,45.2295826,Sowda,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0871,Banadir,Mogadishu Khada,Cumur Doon, 78 , 265 ,2.061268333,45.25263833,Sugule,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0872,Banadir,Mogadishu Khada,Labo Burod, 75 , 225 ,2.0651845,45.2284014,Tifow Ali Noor ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0873,Banadir,Mogadishu Khada,Baal Gorey, 155 , 505 ,2.0687204,45.2372808,Waayo Arag,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0874,Banadir,Mogadishu Khada,Waaberi, 115 , 485 ,2.0682319,45.2371539,Waayo Arag,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0875,Banadir,Mogadishu Khada,Dooyale, 78 , 468 ,2.0569891,45.2680693,Wafi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0876,Banadir,Mogadishu Khada,Goror, 96 , 672 ,2.0562769,45.2677818,Wafi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0877,Banadir,Mogadishu Khada,Kalxagar, 118 , 590 ,2.056426,45.2686199,Wafi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0878,Banadir,Mogadishu Khada,Mushani, 186 , 930 ,2.0565817,45.2676818,Wafi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0879,Banadir,Mogadishu Khada,Najuun, 96 , 672 ,2.0566434,45.2671534,Wafi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0880,Banadir,Mogadishu Khada,Sabib, 80 , 539 ,2.056506,45.2681765,Wafi,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0881,Banadir,Mogadishu Khada,Dugsiilow, 88 , 264 ,2.0570805,45.2623714,Waowishoole,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0882,Banadir,Mogadishu Khada,Buaale, 65 , 450 ,2.0442819,45.2608435,War Nuurow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0883,Banadir,Mogadishu Khada,Maney, 40 , 200 ,2.0440983,45.2612822,War Nuurow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0884,Banadir,Mogadishu Khada,Warnur, 55 , 643 ,2.0442196,45.2608296,War Nuurow,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0885,Banadir,Mogadishu Khada,Dibigaas, 69 , 705 ,2.0668647,45.234762,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0886,Banadir,Mogadishu Khada,Dooyoow, 65 , 359 ,2.0629748,45.2285868,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0887,Banadir,Mogadishu Khada,Gor Gaal, 80 , 702 ,2.0672134,45.2349226,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0888,Banadir,Mogadishu Khada,Labaatan Jirow, 55 , 695 ,2.0668806,45.2351443,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0889,Banadir,Mogadishu Khada,Labatan Jirow, 60 , 180 ,2.0649166,45.228529,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0890,Banadir,Mogadishu Khada,Tawakal , 76 , 520 ,2.0672096,45.23493,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0891,Banadir,Mogadishu Khada,Waamo, 46 , 685 ,2.066847,45.2349358,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0892,Banadir,Mogadishu Khada,Wamo, 52 , 156 ,2.065018,45.2284344,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0893,Banadir,Mogadishu Khada,Yasin , 48 , 192 ,2.0650857,45.2284452,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0894,Banadir,Mogadishu Khada,Zamzam, 90 , 700 ,2.0672034,45.234928,Waranle,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0895,Banadir,Mogadishu Khada,Bader, 40 , 160 ,2.0649108,45.228539,Waranle 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0896,Banadir,Mogadishu Khada,Arwax, 126 , 630 ,2.0558676,45.2672536,Weheliye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0897,Banadir,Mogadishu Khada,Fiyaat, 124 , 620 ,2.055352,45.2675228,Weheliye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0898,Banadir,Mogadishu Khada,Jamhuriyo, 164 , 820 ,2.0558445,45.267854,Weheliye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0899,Banadir,Mogadishu Khada,Jokey, 142 , 710 ,2.0548484,45.2670255,Weheliye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0900,Banadir,Mogadishu Khada,Waambe, 94 , 470 ,2.0549939,45.2675043,Weheliye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0901,Banadir,Mogadishu Khada,Waberi, 123 , 615 ,2.0562016,45.2674999,Weheliye,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0902,Banadir,Mogadishu Khada,Aflaawe, 170 , 540 ,2.0607244,45.2469008,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0903,Banadir,Mogadishu Khada,Aniin, 90 , 360 ,2.0587902,45.2470454,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0904,Banadir,Mogadishu Khada,Badmaceye, 90 , 360 ,2.0597859,45.2448317,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0905,Banadir,Mogadishu Khada,Barwaley, 32 , 180 ,2.0589496,45.247159,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0906,Banadir,Mogadishu Khada,Baslabe, 70 , 280 ,2.0600595,45.2452299,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0907,Banadir,Mogadishu Khada,Basra Weyn, 36 , 170 ,2.058642,45.2468186,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0908,Banadir,Mogadishu Khada,Bilan, 100 , 400 ,2.0605172,45.2448955,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0909,Banadir,Mogadishu Khada,Bilicley, 70 , 280 ,2.0586771,45.2445991,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0910,Banadir,Mogadishu Khada,Bukurale, 80 , 320 ,2.0591843,45.2447358,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0911,Banadir,Mogadishu Khada,Bulo Wardo, 160 , 540 ,2.0603334,45.2464814,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0912,Banadir,Mogadishu Khada,Buraame, 150 , 455 ,2.0603874,45.2470142,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0913,Banadir,Mogadishu Khada,Buurfole, 86 , 344 ,2.0584548,45.2479205,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0914,Banadir,Mogadishu Khada,Damaley, 150 , 540 ,2.0594922,45.2470252,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0915,Banadir,Mogadishu Khada,Dhayney, 180 , 540 ,2.0606758,45.246859,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0916,Banadir,Mogadishu Khada,Dirgas, 55 , 220 ,2.0588894,45.2451819,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0917,Banadir,Mogadishu Khada,Dolo Baciid, 60 , 240 ,2.05858,45.2461286,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0918,Banadir,Mogadishu Khada,Dooyow, 69 , 276 ,2.058423,45.2465532,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0919,Banadir,Mogadishu Khada,Far Jano , 95 , 265 ,2.0586798,45.2459715,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0920,Banadir,Mogadishu Khada,Gala Bashir, 100 , 510 ,2.0596184,45.2475645,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0921,Banadir,Mogadishu Khada,Garawley, 150 , 560 ,2.0606525,45.2468772,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0922,Banadir,Mogadishu Khada,Hanaqad, 70 , 280 ,2.0596296,45.2462397,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0923,Banadir,Mogadishu Khada,Hoodale, 35 , 140 ,2.059163,45.2457132,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0924,Banadir,Mogadishu Khada,Hubaal, 45 , 225 ,2.0601072,45.2467234,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0925,Banadir,Mogadishu Khada,Jaciir, 160 , 580 ,2.0602657,45.2470399,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0926,Banadir,Mogadishu Khada,Jawaale, 180 , 550 ,2.0598494,45.2469877,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0927,Banadir,Mogadishu Khada,Kaysaney, 145 , 490 ,2.0590106,45.2462719,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0928,Banadir,Mogadishu Khada,Maciin Alle, 190 , 570 ,2.0583534,45.2485514,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0929,Banadir,Mogadishu Khada,Maqsuud, 90 , 280 ,2.0581616,45.247079,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0930,Banadir,Mogadishu Khada,Odalle, 85 , 340 ,2.0600814,45.2470859,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0931,Banadir,Mogadishu Khada,Oomane , 120 , 600 ,2.0578265,45.247339,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0932,Banadir,Mogadishu Khada,Sarman Dheer, 50 , 150 ,2.0581669,45.2466937,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0933,Banadir,Mogadishu Khada,Tiyeklow, 150 , 560 ,2.0604767,45.246925,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0934,Banadir,Mogadishu Khada,Tugaare, 120 , 535 ,2.0597166,45.2470677,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0935,Banadir,Mogadishu Khada,Warjinaay, 80 , 245 ,2.0583607,45.2460867,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0936,Banadir,Mogadishu Khada,Xalis, 150 , 555 ,2.0612245,45.2470239,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0937,Banadir,Mogadishu Khada,Xamdi, 120 , 460 ,2.060293,45.2471977,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0938,Banadir,Mogadishu Khada,Xawadley, 150 , 490 ,2.0599004,45.2470493,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0939,Banadir,Mogadishu Khada,Zabiib, 120 , 525 ,2.0602662,45.2469631,Xaqdhoowr,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0940,Banadir,Mogadishu Khada,Bakeylow, 108 , 216 ,2.0498403,45.2576529,Yaqla ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0941,Banadir,Mogadishu Khada,Dhumas, 92 , 184 ,2.0517677,45.2568952,Yaqla ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0942,Banadir,Mogadishu Khada,Gelgelow, 70 , 210 ,2.0514603,45.2566207,Yaqla ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0943,Banadir,Mogadishu Khada,Aw Dheele 2, 35 , 105 ,2.0511542,45.2572296,Yaqle 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0944,Banadir,Mogadishu Khada,Caawiye 1, 64 , 369 ,2.0506728,45.2570859,Yaqle 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0945,Banadir,Mogadishu Khada,Waafnay, 166 , 332 ,2.0513426,45.2570624,Yaqle 2,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0946,Banadir,Mogadishu Khada,Dayoow, 82 , 246 ,2.0518362,45.2564321,Yaqle 2 ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0947,Banadir,Mogadishu Khada,Dhangalow , 70 , 210 ,2.0514027,45.2571239,Yaqle 2 ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0948,Banadir,Mogadishu Khada,Shar Shar, 81 , 162 ,2.0506444,45.2574289,Yaqle 2 ,Umbrella,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO220117-0949,Banadir,Mogadishu Khada,Idman, 65 , 325 ,2.0671234,45.2357322,,,CCCM Site Verification - July 2021,N/A,SOM220110
CCCM-SO2301-0001,Lower Shabelle,Marka,Buulo Beeloow, 800 ," 4,000 ",1.7076999,44.7521131,,,Site Verification - July 2021,N/A,SO2301
CCCM-SO2301-0002,Lower Shabelle,Marka,Dacaareey Buufoow Bacaad," 1,200 "," 6,000 ",1.7520672,44.7452863,,,Site Verification - July 2021,N/A,SO2301
CCCM-SO2301-0003,Lower Shabelle,Marka,Cusmaan Quule, 970 ," 4,850 ",1.7536295,44.7609789,,,Site Verification - July 2021,N/A,SO2301
CCCM-SO2301-0004,Lower Shabelle,Marka,Ceel Jaale, 700 ," 4,200 ",1.6782341,44.7196989,,,Site Verification - July 2021,N/A,SO2301
CCCM-SO2301-0005,Lower Shabelle,Marka,Kamka Nuurto Taliyoow, 900 ," 4,541 ",1.7209187,44.7536554,,,Site Verification - July 2021,N/A,SO2301
CCCM-SO2302-0001,Lower Shabelle,Afgooye,Aaytiro, 280 ," 1,686 ",2.1478832,45.1186454,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0002,Lower Shabelle,Afgooye,Goolweyne 1, 97 , 546 ,2.0927004,45.1776784,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0003,Lower Shabelle,Afgooye,Abroone, 500 ," 3,000 ",2.0914747,45.1671666,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0004,Lower Shabelle,Afgooye,Al Cadaala, 20 , 120 ,2.1550094,45.1225487,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0005,Lower Shabelle,Afgooye,Al Nacim, 124 , 744 ,2.1138868,45.152956,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0006,Lower Shabelle,Afgooye,Al-Ahli, 108 , 648 ,2.1137034,45.1524967,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0007,Lower Shabelle,Afgooye,Alla Weyn, 30 , 180 ,2.0893186,45.1836837,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0008,Lower Shabelle,Afgooye,Aruurisho, 79 , 474 ,2.1093391,45.1542545,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0009,Lower Shabelle,Afgooye,Balguri, 333 ," 1,998 ",2.1455656,45.1150824,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0010,Lower Shabelle,Afgooye,Bangiga, 52 , 312 ,2.1441513,45.1200142,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0011,Lower Shabelle,Afgooye,Barafle, 110 , 660 ,2.0870369,45.1769252,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0012,Lower Shabelle,Afgooye,Barwaqo 1, 220 ," 1,320 ",2.1520376,45.1231831,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0013,Lower Shabelle,Afgooye,Beled Amiin, 41 , 246 ,2.1151415,45.156998,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0014,Lower Shabelle,Afgooye,Beytul Qudus Camp, 48 , 288 ,2.1095307,45.1543559,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0015,Lower Shabelle,Afgooye,Burco Waale, 87 , 522 ,2.1117453,45.159711,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0016,Lower Shabelle,Afgooye,Busley, 33 , 198 ,2.0893663,45.1840803,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0017,Lower Shabelle,Afgooye,Buundo 1, 40 , 240 ,2.1107802,45.1550158,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0018,Lower Shabelle,Afgooye,Camp Godka, 76 , 456 ,2.1118472,45.159618,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0019,Lower Shabelle,Afgooye,Camp Jabuti, 120 , 720 ,2.1120749,45.1600613,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0020,Lower Shabelle,Afgooye,Camp Shaafi, 30 , 180 ,2.0892191,45.1832574,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0021,Lower Shabelle,Afgooye,Camp Shabele, 150 , 900 ,2.0860356,45.1764282,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0022,Lower Shabelle,Afgooye,Camp Wahliye, 50 , 300 ,2.0893651,45.1828135,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0023,Lower Shabelle,Afgooye,Ceelqode, 35 , 210 ,2.14105,45.1184206,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0024,Lower Shabelle,Afgooye,Damaleey, 200 ," 1,200 ",2.1410634,45.1173952,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0025,Lower Shabelle,Afgooye,Daru Raxma, 15 , 90 ,2.0913987,45.1839368,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0026,Lower Shabelle,Afgooye,Dhagax Tuur, 780 ," 4,680 ",2.1448453,45.1175622,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0027,Lower Shabelle,Afgooye,Dolaawe, 306 ," 1,836 ",2.1591482,45.1190763,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0028,Lower Shabelle,Afgooye,Dugsilow, 20 , 120 ,2.0921793,45.1838514,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0029,Lower Shabelle,Afgooye,Duurow, 75 , 450 ,2.1128211,45.1541117,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0030,Lower Shabelle,Afgooye,Eylo1, 110 , 660 ,2.1004894,45.1609563,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0031,Lower Shabelle,Afgooye,Gadiisoy, 35 , 210 ,2.0912933,45.1835649,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0032,Lower Shabelle,Afgooye,Golweyn Ceelisha, 60 , 360 ,2.0910679,45.2017512,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0033,Lower Shabelle,Afgooye,Gosha Iyo Gandiga, 200 ," 1,200 ",2.1363782,45.1237841,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0034,Lower Shabelle,Afgooye,Jaanle (Cawacabdi), 95 , 570 ,2.1467378,45.1171965,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0035,Lower Shabelle,Afgooye,Kaam Guure, 80 , 480 ,2.0933592,45.1756521,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0036,Lower Shabelle,Afgooye,Kaam Naafada, 30 , 180 ,2.0873282,45.2025066,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0037,Lower Shabelle,Afgooye,Korkaamare, 30 , 180 ,2.0893415,45.1835691,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0038,Lower Shabelle,Afgooye,Kuusow, 180 ," 1,080 ",2.1117241,45.1543384,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0039,Lower Shabelle,Afgooye,Muruq-Maal, 60 , 360 ,2.1003344,45.160829,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0040,Lower Shabelle,Afgooye,Musbaax, 62 , 372 ,2.0933036,45.1747498,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0041,Lower Shabelle,Afgooye,Nasrulllah, 19 , 114 ,2.0922269,45.1838387,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0042,Lower Shabelle,Afgooye,Onadka, 86 , 510 ,2.1427754,45.1211988,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0043,Lower Shabelle,Afgooye,Qodqodow, 391 ," 2,346 ",2.1143832,45.1566029,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0044,Lower Shabelle,Afgooye,Raqeyle, 370 ," 2,200 ",2.1468995,45.1156957,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0045,Lower Shabelle,Afgooye,Shaamow IDP, 80 , 480 ,2.1138947,45.1529168,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0046,Lower Shabelle,Afgooye,Tusmo, 45 , 270 ,2.1008231,45.1599107,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2302-0047,Lower Shabelle,Afgooye,Xaawo Taako, 160 , 960 ,2.1333727,45.1242075,,,CCCM Site Verification 2021,,SO2302
CCCM-SO2307-0001,Lower Shabelle,Wanla Weyn,Kaam Bakaal, 47 , 273 ,2.6170558,44.8926266,,,CCCM Site Verification 2021,DSA4-SO2307-003,SO2307
CCCM-SO2307-0002,Lower Shabelle,Wanla Weyn,Kaam Cagaboorey, 275 ," 1,301 ",2.6271556,44.8880811,,,CCCM Site Verification 2021,DSA4-SO2307-006,SO2307
CCCM-SO2307-0003,Lower Shabelle,Wanla Weyn,"Kaam Da,Aud Buulle", 120 , 735 ,2.6132801,44.8828379,,,CCCM Site Verification 2021,DSA4-SO2307-002,SO2307
CCCM-SO2307-0004,Lower Shabelle,Wanla Weyn,Kaam Maynuun, 12 , 106 ,2.6205229,44.9041288,,,CCCM Site Verification 2021,DSA4-SO2307-001,SO2307
